20200825,15,54,
20200826,8,31,
20200827,9,45,
20200828,9,35,
20200829,9,27,
20200830,17,24,
20200831,10,31,
20200901,8,26,
20200902,11,17,
20200903,25,12,
20200904,10,21,
20200905,10,18,
20200906,12,18,
20200907,10,15,
20200908,2,12,
20200909,7,11,
20200910,15,19,
20200911,6,9,
20200912,10,13,
20200913,10,16,
20200914,8,11,
20200915,12,11,
20200916,9,11,
20200917,32,8,
20200918,14,8,
20200919,10,13,
20200920,12,7,
20200921,6,13,
20200922,10,8,
20200923,7,8,
20200924,8,9,
20200925,15,14,
20200926,14,5,
20200927,21,12,
20200928,12,13,
20200929,19,12,
20200930,11,16,
20201001,10,7,
20201002,10,10,
20201003,16,10,
20201004,20,7,
20201005,12,7,
20201006,7,15,
20201007,11,16,
20201008,21,15,
20201009,15,15,
20201010,21,9,
20201011,21,9,
20201012,13,15,
20201013,20,7,
20201014,11,12,
20201015,24,11,
20201016,13,7,
20201017,13,20,
20201018,13,16,
20201019,19,10,
20201020,11,22,
20201021,14,16,
20201022,18,15,
20201023,28,11,
20201024,15,15,
20201025,20,20,
20201026,16,17,
20201027,42,8,
20201028,47,7,
20201029,25,24,
20201030,33,17,
20201031,24,20,
20201101,24,20,
20201102,49,21,
20201103,17,16,
20201104,28,20,
20201105,36,17,
20201106,33,33,
20201107,28,37,
20201108,33,19,
20201109,22,20,
20201110,17,21,
20201111,15,24,
20201112,8,27,
20201113,18,24,
20201114,13,16,
20201115,8,19,
20201116,15,36,
20201117,8,37,
20201118,12,22,
20201119,17,20,
20201120,16,19,
20201121,17,9,
20201122,11,12,
20201123,22,15,
20201124,5,22,
20201125,21,20,
20201126,5,8,
20201127,6,24,
20201128,11,16,
20201129,18,21,
20201130,12,12,
20201201,9,18,
20201202,16,18,
20201203,17,12,
20201204,17,15,
20201205,18,12,
20201206,15,13,
20201207,12,13,
20201208,15,11,
20201209,12,11,
20201210,15,8,
20201211,13,12,
20201212,24,11,
20201213,16,9,
20201214,17,18,
20201215,12,9,
20201216,7,21,
20201217,12,9,
20201218,17,14,
20201219,23,21,
20201220,23,14,
20201221,15,9,
20201222,15,19,
20201223,17,22,
20201224,14,9,
20201225,20,12,
20201226,22,16,
20201227,21,16,
20201228,27,18,
20201229,24,16,
20201230,25,13,
20201231,19,17,
20210101,22,9,
20210102,24,12,
20210103,33,17,
20210104,33,12,
20210105,32,21,
20210106,63,21,
20210107,53,17,
20210108,33,19,
20210109,69,16,
20210110,103,18,
20210111,55,31,
20210112,115,28,
20210113,138,36,
20210114,144,28,
20210115,130,18,
20210116,109,17,
20210117,109,13,
20210118,118,32,
20210119,103,17,
20210120,144,19,
20210121,103,27,
20210122,107,31,
20210123,80,30,
20210124,124,75,
20210125,82,46,1
20210126,75,98,
20210127,54,96,
20210128,52,70,
20210129,52,143,
20210130,92,135,
20210131,42,96,
20210201,30,62,
20210202,25,91,
20210203,30,135,
20210204,20,127,
20210205,12,81,
20210206,11,70,
20210207,14,72,
20210208,14,75,
20210209,14,102,
20210210,2,92,
20210211,12,71,
20210212,8,65,
20210213,7,81,
20210214,9,61,
20210215,16,48,
20210216,7,55,
20210217,11,48,
20210218,10,46,
20210219,8,38,
20210220,7,38,
20210221,11,33,
20210222,10,37,
20210223,12,16,
20210224,7,96,
20210225,6,43,
20210226,10,24,
20210227,6,18,
20210228,19,27,
20210301,11,21,
20210302,10,24,
20210303,10,19,
20210304,9,8,
20210305,10,15,
20210306,13,13,
20210307,19,9,
20210308,8,11,
20210309,5,8,
20210310,11,7,
20210311,9,8,
20210312,7,5,
20210313,10,11,
20210314,5,13,
20210315,13,6,
20210316,4,10,
20210317,6,13,
20210318,11,16,
20210319,4,6,
20210320,12,9,
20210321,7,11,
20210322,9,12,
20210323,10,10,
20210324,11,4,
20210325,11,13,
20210326,12,14,
20210327,8,2,
20210328,15,10,
20210329,8,7,
20210330,11,4,
20210331,16,9,
20210401,9,8,
20210402,26,11,
20210403,21,9,
20210404,32,9,
20210405,24,18,
20210406,12,8,
20210407,24,9,
20210408,21,5,
20210409,14,10,
20210410,10,7,
20210411,16,7,
20210412,9,11,
20210413,12,7,
20210414,10,11,
20210415,11,9,
20210416,15,5,
20210417,16,11,
20210418,11,10,
20210419,10,14,
20210420,21,27,
20210421,6,8,
20210422,19,16,
20210423,9,10,
20210424,13,10,
20210425,11,8,
20210426,11,6,
20210427,12,11,
20210428,20,13,
20210429,13,9,
20210430,16,19,
20210501,15,15,
20210502,11,13,
20210503,17,15,
20210504,7,13,
20210505,5,10,
20210506,13,19,
20210507,7,15,
20210508,12,12,
20210509,11,13,
20210510,14,10,
20210511,16,16,
20210512,9,20,
20210513,7,13,
20210514,14,20,
20210515,18,6,
20210516,25,25,
20210517,22,18,
20210518,14,13,
20210519,12,14,
20210520,24,15,
20210521,10,12,
20210522,19,5,
20210523,18,8,
20210524,15,21,
20210525,13,12,
20210526,19,12,
20210527,7,18,
20210528,16,14,
20210529,11,10,
20210530,27,18,
20210531,23,14,
20210601,24,15,
20210602,24,6,
20210603,24,17,
20210604,24,10,
20210605,30,23,
20210606,19,8,
20210607,33,27,
20210608,16,12,
20210609,21,18,
20210610,22,12,
20210611,35,15,
20210612,34,21,
20210613,23,11,
20210614,20,8,
20210615,21,17,
20210616,19,15,
20210617,23,13,
20210618,30,28,
20210619,23,16,
20210620,17,8,
20210621,25,32,
20210622,24,22,
20210623,16,38,
20210624,24,30,
20210625,25,37,
20210626,14,26,
20210627,21,21,
20210628,18,21,
20210629,9,13,
20210630,12,29,
20210701,18,20,
20210702,23,28,
20210703,14,17,
20210704,22,21,
20210705,23,34,
20210706,57,17,
20210707,17,28,
20210708,23,19,
20210709,26,16,
20210710,24,19,
20210711,27,15,
20210712,29,15,
20210713,24,15,
20210714,28,23,
20210715,36,6,
20210716,30,28,
20210717,33,22,
20210718,31,15,
20210719,65,22,
20210720,22,28,
20210721,50,14,
20210722,48,23,
20210723,35,17,
20210724,32,21,
20210725,76,27,
20210726,71,17,
20210727,86,19,
20210728,49,24,
20210729,64,19,
20210730,55,16,
20210731,75,24,
20210801,98,29,
20210802,90,24,
20210803,96,13,
20210804,85,40,
20210805,124,39,
20210806,107,33,
20210807,96,33,
20210808,125,29,
20210809,143,44,
20210810,111,24,
20210811,81,34,
20210812,99,51,
20210813,66,43,
20210814,53,38,
20210815,51,35,
20210816,42,52,
20210817,28,69,
20210818,46,67,
20210819,33,82,
20210820,20,51,
20210821,32,70,
20210822,21,74,
20210823,35,96,
20210824,20,79,
20210825,26,104,
20210826,32,98,
20210827,21,107,
20210828,33,119,
20210829,23,107,
20210830,37,114,
20210831,19,95,
20210901,28,73,
20210902,28,70,
20210903,28,55,
20210904,28,60,
20210905,18,54,
20210906,36,50,
20210907,19,50,
20210908,28,37,
20210909,17,47,
20210910,25,50,
20210911,46,37,
20210912,49,38,
20210913,92,33,
20210914,73,46,
20210915,80,40,
20210916,84,45,
20210917,46,49,
20210918,66,52,
20210919,49,34,
20210920,72,34,
20210921,41,37,
20210922,43,37,
20210923,54,35,
20210924,38,27,
20210925,29,36,
20210926,35,36,
20210927,31,61,
20210928,25,58,
20210929,22,63,
20210930,34,50,
20211001,41,43,
20211002,28,50,
20211003,27,38,
20211004,26,27,
20211005,26,44,
20211006,25,53,
20211007,22,46,
20211008,17,37,
20211009,24,59,
20211010,25,43,
20211011,12,56,
20211012,22,46,
20211013,21,36,
20211014,10,84,
20211015,14,49,
20211016,20,23,
20211017,24,26,
20211018,25,27,
20211019,30,39,
20211020,21,34,
20211021,43,17,
20211022,50,19,
20211023,43,28,
20211024,39,30,
20211025,43,13,
20211026,59,19,
20211027,39,23,
20211028,64,22,
20211029,78,16,
20211030,71,20,
20211031,92,37,
20211101,71,28,
20211102,109,21,
20211103,104,24,
20211104,78,29,
20211105,55,43,
20211106,74,46,
20211107,89,56,
20211108,62,42,
20211109,54,54,
20211110,62,38,
20211111,98,64,
20211112,75,46,
20211113,89,48,
20211114,52,55,
20211115,22,74,
20211116,31,69,
20211117,35,59,
20211118,24,51,
20211119,23,71,
20211120,17,77,
20211121,38,85,
20211122,19,64,
20211123,22,70,
20211124,24,68,
20211125,13,67,
20211126,25,76,
20211127,23,47,
20211128,41,39,
20211129,39,36,
20211130,113,35,
20211201,73,35,
20211202,96,30,
20211203,90,49,
20211204,59,36,
20211205,61,37,
20211206,94,47,
20211207,74,48,
20211208,83,26,
20211209,63,31,
20211210,87,37,
20211211,75,24,
20211212,101,43,
20211213,76,26,
20211214,67,38,
20211215,77,31,
20211216,76,26,
20211217,125,33,
20211218,83,46,
20211219,102,51,
20211220,81,49,
20211221,77,80,
20211222,100,42,
20211223,87,59,
20211224,140,110,
20211225,206,76,
20211226,200,53,
20211227,209,92,
20211228,197,57,
20211229,207,59,
20211230,195,42,
20211231,231,59,
20220101,191,64,
20220102,161,47,
20220103,175,46,
20220104,91,56,
20220105,189,198,
20220106,174,97,
20220107,159,151,
20220108,165,140,
20220109,157,145,
20220110,192,138,
20220111,221,203,
20220112,190,206,
20220113,201,230,
20220114,165,145,
20220115,119,109,
20220116,223,190,
20220117,171,135,
20220118,87,163,
20220119,66,223,
20220120,73,197,
20220121,63,175,
20220122,56,197,
20220123,57,223,
20220124,45,183,
20220125,44,173,
20220126,63,188,
20220127,64,157,
20220128,59,200,
20220129,81,182,
20220130,58,147,
20220131,66,119,
20220201,63,145,
20220202,39,100,
20220203,29,97,
20220204,27,129,
20220205,43,104,
20220206,79,94,
20220207,105,127,
20220208,110,88,
20220209,29,96,
20220210,101,105,
20220211,99,87,
20220212,67,106,
20220213,84,83,
20220214,80,80,
20220215,102,81,
20220216,92,91,
20220217,87,84,
20220218,137,78,
20220219,195,55,
20220220,144,42,
20220221,138,53,
20220222,205,54,
20220223,186,48,
20220224,224,68,
20220225,249,72,
20220226,239,82,
20220227,234,68,
20220228,200,81,
20220301,224,98,
20220302,214,119,
20220303,294,84,
20220304,281,120,
20220305,329,103,
20220306,327,181,
20220307,325,110,
20220308,337,181,
20220309,528,126,
20220310,555,141,
20220311,588,151,
20220312,1938,169,
20220313,1437,135,
20220314,3602,149,
20220315,1952,156,
20220316,1317,247,
20220317,2461,337,
20220318,2228,614,2
20220319,1737,337,
20220320,2027,625,
20220321,2338,588,
20220322,2667,702,
20220323,2054,904,
20220324,1366,725,
20220325,1335,917,
20220326,1254,999,
20220327,1275,1097,
20220328,1293,1179,
20220329,1629,1325,
20220330,1839,1403,
20220331,1827,1120,
20220401,2129,4307,
20220402,1506,2468,
20220403,1405,1848,
20220404,1235,1899,
20220405,1415,1910,
20220406,1323,1765,
20220407,1576,1867,
20220408,1350,1996,
20220409,1351,1948,
20220410,1184,1378,
20220411,1272,1676,
20220412,1513,1678,
20220413,3020,2024,
20220414,3486,1430,
20220415,3896,2818,
20220416,3529,1600,
20220417,2742,1637,3
20220418,3316,1912,7
20220419,2761,2365,7
20220420,2841,2183,8
20220421,2133,2730,11
20220422,2988,3127,12
20220423,1580,2672,39
20220424,2680,2982,51
20220425,1923,2323,52
20220426,1824,3728,48
20220427,1503,2724,47
20220428,5659,2796,52
20220429,1424,3127,47
20220430,920,3447,38
20220501,865,4662,32
20220502,384,4271,20
20220503,362,2092,16
20220504,373,2125,13
20220505,374,1602,12
20220506,351,1878,13
20220507,329,1115,8
20220508,415,849,11
20220509,357,1019,6
20220510,324,817,7
20220511,237,571,5
20220512,331,614,2
20220513,276,866,1
20220514,239,448,3
20220515,151,627,4
20220516,175,476,1
20220517,240,391,3
20220518,212,394,1
20220519,193,309,
20220520,201,391,1
20220521,169,476,3
20220522,187,316,1
